review,sentiment
movie lack everything except bobby deol standard mediocre one movie come close act single scene kangana complete fake acting br br great anupam kher guest appearance better minute bobby whole movie music nt compliment movie br br well contrast music bobby upen highlighted well great concept gone completely wrong movie nt proper ending please waste time movie,0
aka bloodsucker lead dance br br lot naked babe one couple lesbo scene thrown film supposed take place ireland look like rome adriatic br br gothic lesbian get invited count island castle weekend one one seem missing head due madperson running around br br scary bloody room look like lit floodlight even though candle lit go figure sic br br dubbing worse usual plot serf excuse eroticism nudity directed euro horror actor alfredo rizzo one snoozer br br pretty boring,0
shakespeare fan appreciate ken branagh done bring shakespeare back new generation viewer however movie fall short conveying overall intention play ridiculous musical sequence add alicia silverstone stumbling dialogue reminiscent keanu reef much ado nothing poorly cast role equal excruciating endurance viewing,0
movie george c scott best bernard hughes best diana rigg pithy course paddy chaevsky writing masterpiece warp also brief snippet future biggies like susan sarandon stockard channing etc one scene line necessarily spot fifth sixth time watching nancy marchand young middle age nurse supervisor also superb well practically every face hollywood br br one movie get better time see watch surprise scene ala wait dark one movie ever bought dvd superb,1
italy produced lot really great original horror film certainly one first thing notice danse macabre style film shot beautiful black white due director antonio margheriti use lighting film almost look like could german expressionistic horror film coupled horror filled plot line ensures danse macabre film truly capture essence horror course fact beautiful barbara steele appears film harm matter good news continues film get flex acting muscle film made famous plot aware time released incorporates great edgar allen poe follow alan foster writer accepts bet poe lord blackwood spend entire night latter creepy old castle everyone spent night previously died hero meet previous wager taker br br nowadays horror film tend focus much shot result much beauty left genre refreshing therefore see film many shot incredibly beautiful female side couple wearing see skirt personal favourite shot smoke creeping door first antonio margheriti film even seeing one obvious one italy premier director also interesting fact screenplay co written another italian great django creator sergio corbucci plot meander little much time always enough atmosphere hand make sure film never becomes boring fact always intriguing even plot slows ensures thing way danse macabre utilises haunted house theme well done original help keep story eerie possible whole fan italian cult cinema want miss little gem,1
love umberto lenzi cop movie rome armed teeth favorite desert commando pretty much legitimized italian euro war phenomenon managing actually pretty good movie give gun machine guy run around talking tough hard miss br br shame encounter eaten alive cannibal ferox could anybody really one watch sense contract told kind film make assigned cast crew given budget deadline script lenzi went executed film way guy mcdonald fix batch french fry two eaten alive original kind amazing considering feature extensive footage copped three cannibal movie easier enjoy cannibal ferox though much br br let others outline plot fascinated film staged look yet somewhat infamous reputation film sort assault good taste though film exercise bad taste complete title earning scene two pretty supporting lady quite literally sliced eaten alive cannibal film high point problem lenzi let u get good long look cannibal feast scene convincing ring rd season star trek episode complete fake jungle set really gory close shot know anyone else someone slicing piece person eating lie look distressed br br problem film might lot respect lenzi filmmaker could directed anybody cannibal movie convention touched never feel like filmed real conviction try bully ruggero deodato sandbox two director certainly must known either sort juvenile rivalry actual dislike work conscious need upstage lenzi invented cannibal genre man deep river deodato blew away jungle holocaust lenzi fired back eaten alive deodato blew everyone else away superior cannibal holocaust lenzi fired last parting salvo cannibal ferox realistic krazy glu commercial guy superglues hardhat girder hang midair br br film less desperate bit hesitant push viewer abyss everything holy ferox remains sort misguided attempt upstage cannibal holocaust one mish mash interesting jungle adventure crossed jim jones like suicide cult cannibal seem like added afterthought rather reason making film think fan genre better impression film fan lenzi film looking something new formidable director entertaining slave cannibal god adventurous man deep river certainly lack wallop cannibal holocaust combine consideration recycled footage stomach churning scene animal violence misogynistic scene sexual violence stagy wooden methodology film making get end ok jungle thriller two three standout scene umberto lenzi capable much br br gore freak go nut however,0
sex ever farm animal tag line movie probably still misleading br br far one boring movie pleasure try watch lately found dvd lying around friend house made sad mistake burning br br unable tell detail without spoiling movie detail movie try imagine someone making movie thing c span fictional movie time less interesting boring debate c span br br think conspiracy somewhere movie unable tell exactly gouched eyeball threw richard gere,0
normally take time make comment people read movie see however case feel must warn might consider wasting time finished watching five minute ago quite simply one worst movie ever seen life acting horrible plot nonexistent production value poverty level best know even low budget movie great one thing could saved movie horror fan purpose screen gore slashing grand total three time occurs screen effective reasonably disturbing happens especially end scene simply enough movie long minimal content dialogue heavy consequently almost impossible watch happens put nutshell room spare three teenage girl irresponsibly knowingly go driving isolated area girl previously abducted murdered car course break taken old boring house inhabited three crazy people one psychotic killer three eventually murdered one one screen seems like eternity boring slow paced nonsense said thing worth watching even murder please buy rent fooled like misleading box art movie description save money time,0
christian slater tara reid stephen dorff frank c turner mathew walker sanderson directed uwe boll br br based video game director uwe boll attempt recreate game action packed nail biter sadly succeed instead make one worst movie ever made even though get minor celebrity christian slater tara reid stephen dorff movie lack necessary fundamental movie need good story line basic relativity going dark light movie bounce around uwe boll creative control mention bad cgi used making monster even though look cool feeding well little lame honestly one worst movie ever made final rating,0
best picture baseball since redford whacked natural way dennis quaid rachel griffith light screen great story cast seemed real enough pull life br br laced dream dripping reality american dream reignites true story devil ray mid life rookie jimmy morris australian born actress rachel griffith play native west texan better lot texan know dennis quaid perfection cast wannabe gonnabe humble winner much psychological baggage average viewer audience real screen chemistry work like baseball heart warmer going love film ingredient americana apple pie popcorn became a la mode br br hey buy cd music rock carry story magnificently syncing word music push story forward exactly way area disappoints often br br criticism given baseball somebody else quaid something teach u character heart st rita nun nice decoration never really found place story open close around little long worth every minute last analysis br br,1
boston legal turned tail headed barn door th pig slop created show first aired almost four season back humorous slap legal system actor seem take pride portraying funny diversified extent factual character portrayed acceptable extent real portrayal sexual comment activity limited humorous julie bowen beautiful series participated dragged lower depth medium programming sex violence julie excellent actress need stable platform production rene adjurdubois excellent actor day benson production held field entertainment always showing humor respectful acting production captain kirk funny humorous candace bergan admired continuing production good actress james spader doubt acting ability however go back xxx origin crash appears much talent inclination direction ask series trashed already really starting smell,0
good movie last picture revealing unknown side rock illusion fame well known rocker getting old forgotten music good sense humour ever danced bill haley rock around clock br br anyway still crazy probably best movie rock n roll ever seen far much better spinal tap instance still crazy people mature different point view rock love life want catch crazy youth miss much beyond story see character personality weakness dream like anyone u br br spend good time watching listen awesome soundtrack finally thinking future br br bye,1
guy richie third proper film counting god awful swept away complex action thriller concerned gambling gangster chess fan richie previous effort probably hate revolver much twist turn richie stalwart jason statham play jake newly released ex con wreak revenge ridiculously named dorothy macha superbly ott ray liotta instead get embroiled couple con one andre rap outfit outkast throw u audience number red herring throughout film becomes extremely tedious high point mess movie bit restaurant dialogue get turned favour superbly shot slow mo shootout set beethoven moonlight sonata revolver flawed work truly awful far richie best would still lock stock film school homework assignment would graded must try harder,0
greedy sum depth movie rest baloney big budget window dressing movie rotates hiding ball annoyingly revealing much none potentially interesting plot tangent developed yet trite one hashed rehashed excess br br charm dd others pointed schizophrenia device humor woven fabric movie importantly acting enough wooden acting box attract giant mound martian termite br br biggest problem suspending disbelief mess glaring question would technologically superior power capable taking government need testing awful failure movie,0
writer director peter greenaway cement title high lord art house pretension latest exercise obnoxious self indulgence ½ woman film follows wealthy englishman son mutual quest sexual satisfaction lure blackmail woman guess many joining personal collection concubine br br think possible way premise could offensive chance greenaway done female character little catalogue fetish two protagonist partake kabuki obsessed mio ever pregnant giaconda beryl got thing farm animal giulietta leg us wheelchair half woman get greenaway vehemently denies accusation misogyny br br film go eroticize anything everything japan continuation theme snore worthy less sexist film pillow book pillow book erotic graceful ½ woman get horny exploitative greenaway work tasteless arrogant fetishism person likely enjoy watching auteur,0
darr great movie shahrukh play obsessed lover almost anything win lady case juhi chawla little juhi know film shahrukh major crush constantly stalking admit thing movie pretty creepy like threatening phone call never life forget line love k k k kiran br br bad shahrukh juhi exactly together film juhi sunny make fairly good couple movie though shahrukh role pretty psychotic still think great job playing possibly imagine anyone else role wonder got award darr br br juhi say look especially amazing film always look amazing film darr give public wonderful image br br music excellent especially jaadu teri nazar one time favorite song also thought tu mere samne quite nice also br br must see everyone overall darr deserves,1
shot vancouver mountain low country south carolina visible background heaven sake reset location coastal mountain south carolina period br br lame visuals beautiful story limped along br br really understand hit book although admit one read yet usually read book give film miss nothing movie made want buy book even borrow library br br verdict mermaid chair seemed pretty shallow moi,0
never heard movie saw dvd great movie perfect example movie took every cast member make work overhyped typical hollywood movie old overhyped actor current quote list actor could pulled performance movie brought back memory post vietnam war military experience concentrated people sent fight portrayed character fear emotion even volunteered service regular people cut military life remember experience put mildly adapt military life either never forget stayed touch highly recommend think serving present day afganistan basic training trip notice drill sergeant morning people maybe need sensitivity training ha ha ha,1
recent boom dating show u television screen reached fevered pitch since first episode bachelor unsuspecting audience since subjected countless clone variation including bachelorette joe millionaire love money execrable married america hoping cash trend simultaneously tap exploit new demographic bravo unleashed disastrous boy meet boy upon world may mercy u br br premise simple designed light hearted eligible gay man courted number suitor eliminated show show one left twist half men actually straight much big deal inherent viciousness scenario kick hearing pay end show gay man pick straight man disguise straight man win cash prize gay man get nothing least nothing parting gift pat back hearty round embarrassed well thanks playing br br like equally painful queer eye straight guy another bravo program show another example stereotype run amok make even worse though fact straight men playing stereotype cash producer show believe put enough hair gel man hair dress abercrombie fitch pair designer sandal strip body hair fat voila gay equivalent putting white performer blackface offensive u like genuinely gay dress act like implies gay variance chance individuality behave like real people like stereotype never mind fact bank suitor sorely lacking kind diversity gym toned white look far scrubbed cleaned br br another example instead fostering acceptance gay dynamic individual capable variance change hollywood taken stereotype run way bank feel genuinely dirty watching show show gay man see unabashed parade soft core pornography masquerading legitimate television,0
like bad film thing steaming heap shaky cameraman horrible sound devastating acting waste second pile fifth grader could made better film first grader could written better script want real synopsis ugly chick neon bikini dancing way long disjointed plot made worse hideous acting location set even passable church scene take place dance studio oh yeah two tap dance number come blue br br oh total number naked breast even saved film add one trash heap,0
recap band five young american men left platoon hit hard ardenne offensive wwii get assignment forward outpost look enemy activity really bad condition physically mentally think struck gold outpost abandoned plush mansion full food enemy activity odd hostile odd seems like german squad equally bad condition want nothing surrender br br comment based novel guess novel much better story seem translate well big screen indeed different war movie much mental pressure wartime fighting battle almost feel scene must full suspense full uncertainty unknown element fall flat movie suspenseful different many way absurd many time people act insane reason unclear best hinted br br mental pressure fails come main building piece entire story thought story fell good interesting keep edge really send message actually nothing br br cast interesting many young actor turned star beginning career acting good stellar character also fell absurd zone much feel due story character need time space pace given novel given going halfway definitely good enough br br,0
wonder one best musical ever three busby berkely number end movie spectacular make film wonderful incredible non stop patter natural acting cagney blondell keeler also lovely even though may great actress freshness movie see flick today much less usually stilted film even though plot involving setting movie prologue quite dated,1
longtime fan original movie bella martha mostly martha everything make movie great enjoyable watch missing one miss slow pace build character style small gesture dominance light mood move dialog think story enough martha kate secluded mario nick clown case thing make one scene great original working copy small alteration take away tension opinion go see original worth inconvenience subtitle,0
massive fan book orwell certainly favourite writer ever since studying animal farm gcse bought dvd sheer curiosity burton actor hold high regard heard played role brien swung br br watched trailer dvd first fear started set mostly regarding frankly terrible theme song hearing eurythmics mechanically shouting electronic beat bad sound br br acting whole pretty good burton hurt play role well tension exists ministry truth towards end felt especially harrowing room scene however also movie let movie spends much time focusing love affair winston julia frankly orwell writing writing harrowing future ingsoc build man belief shatter name made love big brother movie skip essentially important part book winstons coming term position life world education via brien br br comment imdb moment state movie stick book completely incorrect julia present winston visit brien commit goldstien brotherhood confess crime obvious mention initial instance winston find article unperson get mentioned near end read book completely confusing br br terrible screenplay excellent acting cannot rescue michael radford seems completely missed point orwell trying make electronica sound track frankly terrible,0
oh begin describing comprehensive wretchedness neil labute latest attempt film making br br many kind film fan far annoying shallow mr intriguing know mr intriguing br br fellow matter stupid lame incomprehensibly dull film say gee know everyone hated found intriguing kind guy find scent dog poop intriguing especially smear shape hitler mustache upper lip march house ranting brilliance science fiction feature thinly veiled reference greek mythology also guy version wicker man made one else could stand,0
soul calibur solid ever new character creation bad as chronicle sword mode home version br br arcade version complete even though character roster smaller home version version definitely pretty two eliminating goofy unrealistic fighting style found home version way disappointed home version perhaps thought much might find much likable straight forward game soul calibur arcade think take become legend,1
spent hour drenched film nothing ever seen come close delicious funk film left never mind female advanced aging dilemma human fear vault screen viewing personally engaging ninth degree film invests one undeniable shared feeling life enjoyed dalliance raw wounded gall deep within empowers mutually shared vestment history human encounter reaching far deeper pain isolation skewed view self others result forgives tepid forming bridge away muddy sludge dead must encounter birth finding real people happy pursuit effort realism intersects dark ground bankrupt culture,1
definitely one witty twisted dunnit ever seen christopher reeve micheal caine brilliant kept going whole affair br br classy set piece prop really lend sense atmosphere proceeding minimalist feel work whole picture br br complain film lack decent widescreen edition movie dvd fullscreen version prof love film enough endure fullscreen presentation awesome deluxe special edition would surely get cash,1
u least inhabit two world real world mercy circumstance world within unconscious safe place escape word mr gone introduces inside world maxx fascinating world fantasy reality combined inspired comic book sam kieth maxx faithful material inspired story also graphic style look like page comic giving show surreal unique appearance also story interesting entertaining moment could turn weird got inside hard get story character wonderfully developed music go perfectly style show give proper atmosphere unfortunately like many good animated show one short lived maxx must see one time favorite,1
thing worse surfer without wave film surfer without wave viewer love surfing film gigantic disappointment since total number minute surfing footage struggle reach three br br story slice life beached surfer waiting perfect wave wave j c sean pertwee aging super surfer flirting commitment girlfriend chloe catherine zeta jones find grown bliss woman love three old surfing friend turn convince hit beach looking monster wave bone yard trouble wave end film story dissipates meandering succession disconnected beach happening br br acting mostly mediocre sean pertwee comical moment mostly acting mundane ewan mcgregor decent drug dealing wild man far interesting peculiar character bunch probably funniest performance turned peter gunn terry turned corpulent body continual sight gag catherine zeta jones sexy usual character really enough meat show much acting ability br br really much comment rated real beach bummer,0
movie part every around minute long based true story life joe bonanno telling see event notice heard different movie make tied chair till end think possible watch row notice watched row next day row acting movie ok scene awesome general could bather movie acting special effect glamor one show real thing story key movie one look spectacular rambo matrix titanic movie skip one good thing movie follow main story long boring love scene different interrupt something important crime business bonanno,1
routine suspense yarn sociopath dillon give sperm clinic human reproduction start harrass life woman antony husband mancuso extremely predictable far fetched undecided tone way lose time one make baby instead,0
connery could bring particular style line like fatima crash bond arm water ski super agent nassau apologizes oh reckless made wet super agent reply yes martini still dry br br barbara carrera make great villain stealing show spectre executioner fatima blush fatima number spectre chain command gorgeous assassin take intense sensation pleasure killing br br fatima assumes deadly characteristic fiona proving one bond toughest adversary victim vanity good want world know vanity downfall using every possible approach eliminate fatima wild cunning woman make love man kill br br austrian actor klaus maría brandauer largo make formidable opponent referred number one spectre chain command largo resides bahamas travel aboard super yacht flying saucer br br max von sydow becomes fourth actor appear spectre chief ernst stavro blofeld plotting put world ransom br br kim basinger take part owned lovely french actress claudine auger domino mistress largo soon fall deeply love rescuer br br black actor bernie casey becomes sixth actor play cia agent felix leiter jack lord cec linder rik van nutter norman burton david hedison br br edward fox portrays new unsympathetic pamela salem third actress play miss moneypenny lois maxwell first barbara bouchet second br br valerie leon sexy lady bahamas fished blue water saved life making love room valerie sardinian hotel receptionist spy loved bond anya arrive seeking stromberg br br prunella gee shrublands physical therapist patricia saskia cohen tanugi nicole bond secret service contact south france br br gavan herlihy jack petachi u air force communication officer duplicate president united state eye print arm two cruise missile nuclear warhead br br rowan atkinson bumbling foreign officer nigel small fawcett alec mccowen algernon armorer provides formidable item br br like see connery playing tense battle will disguised masseur attacked robot controlled shark giving away considerable amount money tango dance thrown medieval dungeon miss second two unofficial james bond film,1
ok dvd got new amazon mean think badass pretty cool flick melissa bale slutty bitchy girl pick hot hell acting suck whole polt suck clown huge guy wearing mask disgusting ok recommend like u wanted rent good entertaining flick hard day work u nothing else ur obbsessed stupid movie like watch sometime know artisan dvd c k dvd collection c k good enough owned half way decent movie company ok well thats,0
matter one worst film ever made plot go follows slog jungle looking area minute bo go somewhere strip slog jungle give bo another excuse strip back jungle oh look tarzan looking guy strip bo strip kill safari people tarzan looking guy fight scene save bo bo strip run credit run credit run,0
ripe one awful indie manages get circulation give indie bad name telling stupidly incongruous tale pubescent twin sister crawl firey car crash kill parent hit road happily shoplifting making goo goo eye guy ending army post dilapidated army would want yeah right apparent attempt coming age flick ripe almost complete loser wanders aimlessly player drift character finally ending clumsily nary shred credibility found anywhere recommended anyone,0
hilariously obvious drama bunch high school think kid enjoy non stop hip hop break dancing graffiti trying become dj roxy something totally honest bored forgot even people love music agree movie terribly acted drama failed dismally supposed find kid likable nice found bland boring one really hated ramon graffiti subway train looked upon great excuse defacing public property begin also great kid tap city electricity hold big dance party abandoned building uh huh supposed find bunch law breaker lovable fun br br could forgive music good stand hip hop song best mediocre nonstop always playing got point fast forwarding many endless music number cut music haver minute movie maybe imaginative number subway dance fight truly funny santa number climatic roxy show love hip hop movie looking good drama mixed forget also get pg rating incredible amount swearing,0
must admit one lou costello film actually saw theater seen v must admit lou really enjoyable get girl first time seeing dorothy provine perform course fell love like many others day seen work done enjoyed one performance great race one reason bought disc first place br br every comment movie tell one movie lou costello bud abbott true lou lived would made many really good job rely old routine get laugh one sorry little man patterson n j get chance br br hope come dvd time add comedy sci fi collection,1
love chan wook park know expect film brutal poetic tragic artistic splash grim humor thirst clearly park style loved every second cinematography every shot gorgeous creative story blend shakespearean tragedy murderous love gothic horror layered character drama character complex plenty moral ambiguity go around even sociopathic character evokes sympathy direction restrained performance nuanced like sympathy mr vengeance many subtlety take first viewing chan wook park intelligent bold consistently surprising filmmaker unpredictable scene go brutal heart wrenching laugh loud hilarious instant closer lady vengeance sympathy mr vengeance far top comical like lady vengeance incredibly rich thought provoking rewarding br br like beautifully told vampire story let right one fan chan wook park seeing thirst obvious easily one best film,1
go buy yes buy jack frost revenge mutant killer snowman maybe burst temporary mental derangement guessing kind enjoyed first jack frost silly funny horror comedy okay effect screaming mad george fact back cover sequel nice picture guy impaled giant icicle coming mouth lot blood thought idiotic first nice splatter gore fun right well dead wrong br br let first say movie deserves credit immensely insane retarded plot mean mutant killer snowman tropical island spawn mutant killer baby snowball killed harmed banana much love premise really hated movie first first jack frost looked like actual movie seemingly shot real film sequel look feel third rate soap opera way slick shot video look lighting plain awful bright white spot day look stupid color like blue green night acting well even go dialogue range stiff extremely senile jamaican man moronic saying man every sentence come voice killer snowman could think seventh rate chucky child play spewing dumb supposedly witty one liner kill someone br br best joke one guy asks talking watch best scene undoubtedly one beautiful asian chick popping nowhere taking swim pool totally naked thank god oh yeah little scene end credit two japanese dude miniature ship badly dubbed laughing worst thing movie gore splatter action everyone talking plenty occasion show decent gory killing lot people killed original way screen like read many comment indeed nice set ups head explosion crushed body eye poked tongue ripped crucial moment editor cut away blood splatter floor nothing frontal shot british guy impaled back cover dvd even movie saw particular killing filmed back meaning see sh waiting throughout whole movie happen get see nothing let could saw cut version movie would shame cause decent amount splatter fun could saved movie ask seeing lot killer snowball reduced bloody pulp cut speaking snowball done poorly made munchies look like state art animatronics guess whole point point special effect crew even turned laughably bad cgi boy really see believe best see actually cause flick bad okay laugh kept getting worse worse stick first jack frost okay bare mind pretty silly horror comedy fun right br br funny writer director michael cooney somehow must realized pretty bad director jack frost focused writing turn wrote two pretty good thriller screenplay inside starring ryan phillippe identity starring john cusack man seems talent br br would far easy give jack frost lowest rating possible say one point naked asian babe skinny dipping one point completely retarded snowball baby way go mr cooney,0
saw sweeney todd broadway starred george hearn featured cast principal appeared national touring company production videotaped tv los angeles last night watched new dvd release los angeles production although owned videotape many year production performance could hardly better original tape age showed audio video quality modern standard even newly pressed dvd nevertheless still give greatness work george hearns angella lansbury startlingly wonderful performance even today memorable recollection live musical theater performance hearn rendition friend drip ruby brrr,1
teen agers go old deserted farm house left one dead grandfather unaware several murder decade earlier grandfather made pact devil good harvest guy thought something better sell soul man grandson friend set next sacrifice reason never explained stereotypical teenage son girlfriend black guy white girlfriend two lesbian battle three killer scarecrow tricked like nearly fun sound mostly lot chit chat ball kicking dope smoking lead actor complaining never knowing parent camera work atrocious shaky maybe done hand held camcorder scene maybe good thing since scarecrow look like came kid birthday party apparently could hire two people play three scarecrow best movie seen low budget independent horror movie one pathetic cast crew seems made bunch people knew never acted intention acting thousand dollar believe movie cost make weekend free time hand even lesbian skinny dipping scene lame br br think amusing also writing sequel film one even bothered adding imdb br br rate highly skinny dipping scene matter lame may,0
greeting darkness director alejandro amenabar creates life odds based true story version one man struggle control destiny great javier bardem fascinating watch role ramon eye head movement leave little doubt going mind dream fantasy sequence overused prove effective explaining want want rather force u answer euthanasia question real question posed love every turn see people love looking love dying loved script tight keep film moving despite filmed mostly one room supporting cast wonderful truly feel pain family member deal ramon decision gem deserves seen,1
understand low rating film delight people like strong suspense plot dark atmospherics tone reminiscent midnight garden good evil locale savannah acting strong amazed verisimilitude kenneth branagh southern accent famke jansen great robert duval effective small part embeth davitz bomb great full nude scene br br plot fairly standard effectively executed,1
solid comedy entertainment musical interlude generates fast pace carry proceeding along zestful tempo maze humorous chiller complication boris karloff bela lugosi peter lorre form strong setup sinister villainy script contains standard mystery film prop sliding panel secret passageway thunder lightning poisoned blow dart karloff lugosi lorre go heavy leer obvious melodramatics gaslit era kay kyser band offered great entertainment people living trying forget horror world war ii,0
